Simplified	Traditional	HTML pinyin	HTML meaning	Counter		Homophones	HSK lv	Hanzi lv	All Hanzi lv
推荐	推薦	<span class="tone1">tuī</span> <span class="tone4">jiàn</span>	<ol><li>to recommend</li> <li>recommendation</li></ol>				HSK_Level_5	48	[12, 48]
沙滩	沙灘	<span class="tone1">shā</span> <span class="tone1">tān</span>	<ol><li>beach</li> <li>sandy shore</li></ol>	片(<span class="tone4">piàn</span>)			HSK_Level_5	48	[16, 48]
怀孕	懷孕	<span class="tone2">huái</span> <span class="tone4">yùn</span>	<ol><li>pregnant</li> <li>to have conceived</li> <li>gestation</li> <li>pregnancy</li></ol>				HSK_Level_5	48	[18, 48]
辣椒		<span class="tone4">là</span> <span class="tone1">jiāo</span>	<ol><li>hot pepper</li> <li>chili</li></ol>				HSK_Level_5	48	[43, 48]
摘		<span class="tone1">zhāi</span>	<ol><li>to take</li> <li>to borrow</li> <li>to pick (flowers, fruit etc)</li> <li>to pluck</li> <li>to select</li> <li>to remove</li> <li>to take off (glasses, hat etc)</li></ol>				HSK_Level_5	48	[48]
翅膀		<span class="tone4">chì</span> <span class="tone3">bǎng</span>	<ol><li>wing</li></ol>	个|個(<span class="tone4">gè</span>), 对|對(<span class="tone4">duì</span>)			HSK_Level_5	48	[48, 34]
抄		<span class="tone1">chāo</span>	<ol><li>to make a copy</li> <li>to plagiarize</li> <li>to search and seize</li> <li>to raid</li> <li>to grab</li> <li>to go off with</li> <li>to take a shortcut</li> <li>to make a turning move</li> <li>to fold one's arms</li></ol>				HSK_Level_5	48	[48]
叉子		<span class="tone1">chā</span> <span class="tone5">zi</span>	<ol><li>fork</li></ol>	把(<span class="tone3">bǎ</span>)			HSK_Level_5	48	[48, 1]
煤炭		<span class="tone2">méi</span> <span class="tone4">tàn</span>	<ol><li>coal</li></ol>				HSK_Level_5	49	[39, 49]
披		<span class="tone1">pī</span>	<ol><li>to drape over one's shoulders</li> <li>to open</li> <li>to unroll</li> <li>to split open</li> <li>to spread out</li></ol>			<span class="nobr">批</span> <span class="nobr">匹</span> <span class="nobr">劈</span>	HSK_Level_5	49	[49]
盼望		<span class="tone4">pàn</span> <span class="tone4">wàng</span>	<ol><li>to hope for</li> <li>to look forward to</li></ol>				HSK_Level_5	49	[49, 7]
娶		<span class="tone3">qǔ</span>	<ol><li>to take a wife</li> <li>to marry (a woman)</li></ol>			<span class="nobr">取</span>	HSK_Level_5	49	[49]
蔬菜		<span class="tone1">shū</span> <span class="tone4">cài</span>	<ol><li>vegetables</li> <li>produce</li></ol>	种|種(<span class="tone3">zhǒng</span>)			HSK_Level_5	49	[49, 26]
提倡		<span class="tone2">tí</span> <span class="tone4">chàng</span>	<ol><li>to promote</li> <li>to advocate</li></ol>				HSK_Level_5	50	[3, 50]
粗糙		<span class="tone1">cū</span> <span class="tone1">cāo</span>	<ol><li>crude</li> <li>gruff</li> <li>rough</li> <li>coarse</li></ol>				HSK_Level_5	50	[30, 50]
糟糕		<span class="tone1">zāo</span> <span class="tone1">gāo</span>	<ol><li>too bad</li> <li>how terrible</li> <li>what bad luck</li> <li>terrible</li> <li>bad</li></ol>				HSK_Level_5	50	[37, 50]
悠久		<span class="tone1">yōu</span> <span class="tone3">jiǔ</span>	<ol><li>long (tradition, history etc)</li></ol>				HSK_Level_5	50	[50, 13]
催		<span class="tone1">cuī</span>	<ol><li>to urge</li> <li>to press</li> <li>to prompt</li> <li>to rush sb</li> <li>to hasten sth</li> <li>to expedite</li></ol>				HSK_Level_5	50	[50]
粘贴	粘貼	<span class="tone1">zhān</span> <span class="tone1">tiē</span>	<ol><li>to stick</li> <li>to affix</li> <li>to adhere</li> <li>to paste (as in "copy and paste")</li></ol>		<span class="tone2">nián</span> <span class="tone1">tiē</span>		HSK_Level_5	50	[50, 26]
傍晚		<span class="tone4">bàng</span> <span class="tone3">wǎn</span>	<ol><li>in the evening</li> <li>when night falls</li> <li>towards evening</li> <li>at night fall</li> <li>at dusk</li></ol>				HSK_Level_5	50	[50, 15]
梨		<span class="tone2">lí</span>	<ol><li>pear</li></ol>	个|個(<span class="tone4">gè</span>)		<span class="nobr">离|離</span>	HSK_Level_5	50	[50]
包裹		<span class="tone1">bāo</span> <span class="tone3">guǒ</span>	<ol><li>to wrap up</li> <li>to bind up</li> <li>bundle</li> <li>parcel</li> <li>package</li></ol>	个|個(<span class="tone4">gè</span>)			HSK_Level_5	51	[7, 51]
抽屉	抽屜	<span class="tone1">chōu</span> <span class="tone5">ti</span>	<ol><li>drawer</li></ol>				HSK_Level_5	51	[22, 51]
漏		<span class="tone4">lòu</span>	<ol><li>to leak</li> <li>to divulge</li> <li>to leave out by mistake</li> <li>waterclock or hourglass (old)</li></ol>				HSK_Level_5	51	[51]
拆		<span class="tone1">chāi</span>	<ol><li>to tear open</li> <li>to tear down</li> <li>to tear apart</li> <li>to open</li></ol>				HSK_Level_5	51	[51]
池塘		<span class="tone2">chí</span> <span class="tone2">táng</span>	<ol><li>pool</li> <li>pond</li></ol>				HSK_Level_5	52	[32, 52]
唉		<span class="tone1">āi</span>	<ol><li>interjection or grunt of agreement or recognition (e.g. yes, it's me!)</li> <li>to sigh</li></ol>			<span class="nobr">哎</span>	HSK_Level_5	52	[52]
歪		<span class="tone1">wāi</span>	<ol><li>askew</li> <li>at a crooked angle</li> <li>devious</li> <li>noxious</li></ol>				HSK_Level_5	52	[52]
谦虚	謙虛	<span class="tone1">qiān</span> <span class="tone1">xū</span>	<ol><li>modest</li> <li>self-effacing</li> <li>to make modest remarks</li></ol>				HSK_Level_5	52	[52, 23]
干燥	乾燥	<span class="tone1">gān</span> <span class="tone4">zào</span>	<ol><li>to dry (of weather, paint, cement etc)</li> <li>desiccation</li> <li>dull</li> <li>uninteresting</li> <li>arid</li></ol>				HSK_Level_5	53	[10, 53]
岛屿	島嶼	<span class="tone3">dǎo</span> <span class="tone3">yǔ</span>	<ol><li>island</li></ol>				HSK_Level_5	53	[20, 53]
窗帘	窗簾	<span class="tone1">chuāng</span> <span class="tone2">lián</span>	<ol><li>window curtains</li></ol>				HSK_Level_5	53	[23, 53]
胶水	膠水	<span class="tone1">jiāo</span> <span class="tone3">shuǐ</span>	<ol><li>glue</li></ol>				HSK_Level_5	53	[53, 1]
陌生		<span class="tone4">mò</span> <span class="tone1">shēng</span>	<ol><li>strange</li> <li>unfamiliar</li></ol>				HSK_Level_5	53	[53, 5]
窄		<span class="tone3">zhǎi</span>	<ol><li>narrow</li> <li>narrow-minded</li> <li>badly off</li></ol>				HSK_Level_5	53	[53]
踩		<span class="tone3">cǎi</span>	<ol><li>to step on</li> <li>to tread</li> <li>to stamp</li> <li>to press a pedal</li> <li>to pedal (a bike)</li></ol>				HSK_Level_5	53	[53]
煮		<span class="tone3">zhǔ</span>	<ol><li>to cook</li> <li>to boil</li></ol>			<span class="nobr">拄</span>	HSK_Level_5	53	[53]
狡猾		<span class="tone3">jiǎo</span> <span class="tone2">huá</span>	<ol><li>crafty</li> <li>cunning</li> <li>sly</li></ol>				HSK_Level_5	53	[53, 53]
姥姥		<span class="tone3">lǎo</span> <span class="tone5">lao</span>	<ol><li>(coll.) mother's mother</li> <li>maternal grandmother</li></ol>				HSK_Level_5	53	[53, 53]
丝绸	絲綢	<span class="tone1">sī</span> <span class="tone2">chóu</span>	<ol><li>silk cloth</li> <li>silk</li></ol>				HSK_Level_5	54	[23, 54]
锅	鍋	<span class="tone1">guō</span>	<ol><li>pot</li> <li>pan</li> <li>boiler</li></ol>	口(<span class="tone3">kǒu</span>), 只|隻(<span class="tone1">zhī</span>)			HSK_Level_5	54	[54]
脖子		<span class="tone2">bó</span> <span class="tone5">zi</span>	<ol><li>neck</li></ol>	个|個(<span class="tone4">gè</span>)			HSK_Level_5	54	[54, 1]
捐		<span class="tone1">juān</span>	<ol><li>to contribute</li> <li>to donate</li> <li>contribution</li> <li>tax</li> <li>to abandon</li></ol>				HSK_Level_5	54	[54]
诚恳	誠懇	<span class="tone2">chéng</span> <span class="tone3">kěn</span>	<ol><li>sincere</li> <li>honest</li> <li>cordial</li></ol>				HSK_Level_5	55	[21, 55]
馒头	饅頭	<span class="tone2">mán</span> <span class="tone5">tou</span>	<ol><li>steamed roll</li> <li>steamed bun</li> <li>steamed bread</li></ol>	个|個(<span class="tone4">gè</span>)			HSK_Level_5	55	[55, 4]
酱油	醬油	<span class="tone4">jiàng</span> <span class="tone2">yóu</span>	<ol><li>soy sauce</li></ol>				HSK_Level_5	55	[55, 18]
盆		<span class="tone2">pén</span>	<ol><li>basin</li> <li>flower pot</li> <li>unit of volume equal to 12 斗 and 8 升, approx 128 liters</li></ol>	个|個(<span class="tone4">gè</span>)			HSK_Level_5	55	[55]
哎		<span class="tone1">āi</span>	<ol><li>hey!</li> <li>(interjection used to attract attention or to express surprise or disapprobation)</li></ol>			<span class="nobr">唉</span>	HSK_Level_5	55	[55]
蹲		<span class="tone1">dūn</span>	<ol><li>to crouch</li> <li>to squat</li> <li>to stay (somewhere)</li></ol>			<span class="nobr">吨|噸</span>	HSK_Level_5	55	[55]
逗		<span class="tone4">dòu</span>	<ol><li>to stay</li> <li>to stop</li> <li>to tease (play with)</li> <li>amusing</li> <li>short pause in reading aloud, equivalent to comma (also written 讀|读[dou4])</li></ol>				HSK_Level_5	55	[55]
耽误	耽誤	<span class="tone1">dān</span> <span class="tone5">wu</span>	<ol><li>to delay</li> <li>to hold up</li> <li>to waste time</li> <li>to interfere with</li></ol>				HSK_Level_5	55	[55, 17]
醋		<span class="tone4">cù</span>	<ol><li>vinegar</li> <li>jealousy (in love rivalry)</li></ol>				HSK_Level_5	55	[55]
猴子		<span class="tone2">hóu</span> <span class="tone5">zi</span>	<ol><li>monkey</li></ol>	只|隻(<span class="tone1">zhī</span>)			HSK_Level_5	56	[56, 1]
洒	灑	<span class="tone3">sǎ</span>	<ol><li>to sprinkle</li> <li>to spray</li> <li>to spill</li> <li>to shed</li></ol>				HSK_Level_5	56	[56]
瞎		<span class="tone1">xiā</span>	<ol><li>blind</li> <li>groundlessly</li> <li>foolishly</li> <li>to no purpose</li></ol>				HSK_Level_5	56	[56]
晒	曬	<span class="tone4">shài</span>	<ol><li>(of the sun) to shine on</li> <li>to bask in (the sunshine)</li> <li>to dry (clothes, grain etc) in the sun</li> <li>(fig.) to expose and share (one's experiences and thoughts) on the Web (loanword from "share")</li> <li>(coll.) to give the cold shoulder to</li></ol>				HSK_Level_5	56	[56]
规矩	規矩	<span class="tone1">guī</span> <span class="tone5">ju</span>	<ol><li>lit. compass and set square</li> <li>fig. established standard</li> <li>rule</li> <li>customs</li> <li>practices</li> <li>fig. upright and honest</li> <li>well-behaved</li></ol>				HSK_Level_5	57	[8, 57]
象棋		<span class="tone4">xiàng</span> <span class="tone2">qí</span>	<ol><li>Chinese chess</li></ol>	副(<span class="tone4">fù</span>)			HSK_Level_5	57	[10, 57]
趁		<span class="tone4">chèn</span>	<ol><li>to avail oneself of</li> <li>to take advantage of</li></ol>				HSK_Level_5	57	[57]
嫩		<span class="tone4">nèn</span>	<ol><li>tender</li> <li>soft</li> <li>delicate</li> <li>light (color)</li> <li>inexperienced</li> <li>unskilled</li></ol>				HSK_Level_5	57	[57]
痒	癢	<span class="tone3">yǎng</span>	<ol><li>to itch</li> <li>to tickle</li></ol>				HSK_Level_5	57	[57]
撕		<span class="tone1">sī</span>	<ol><li>to tear</li></ol>				HSK_Level_5	58	[58]
嗓子		<span class="tone3">sǎng</span> <span class="tone5">zi</span>	<ol><li>throat</li> <li>voice</li></ol>	把(<span class="tone3">bǎ</span>)			HSK_Level_5	58	[58, 1]
壶	壺	<span class="tone2">hú</span>	<ol><li>pot</li> <li>classifier for bottled liquid</li></ol>				HSK_Level_5	58	[58]
甩		<span class="tone3">shuǎi</span>	<ol><li>to throw</li> <li>to fling</li> <li>to swing</li> <li>to leave behind</li> <li>to throw off</li> <li>to dump (sb)</li></ol>				HSK_Level_5	58	[58]
删除	刪除	<span class="tone1">shān</span> <span class="tone2">chú</span>	<ol><li>to delete</li> <li>to cancel</li></ol>				HSK_Level_5	58	[58, 10]
地毯		<span class="tone4">dì</span> <span class="tone3">tǎn</span>	<ol><li>carpet</li> <li>rug</li></ol>				HSK_Level_5	59	[2, 59]
公寓		<span class="tone1">gōng</span> <span class="tone4">yù</span>	<ol><li>apartment building</li> <li>block of flats</li></ol>	套(<span class="tone4">tào</span>)			HSK_Level_5	59	[3, 59]
气氛	氣氛	<span class="tone4">qì</span> <span class="tone1">fēn</span>	<ol><li>atmosphere</li> <li>mood</li></ol>				HSK_Level_5	59	[5, 59]
步骤	步驟	<span class="tone4">bù</span> <span class="tone4">zhòu</span>	<ol><li>procedure</li> <li>step</li></ol>				HSK_Level_5	59	[7, 59]
闯	闖	<span class="tone3">chuǎng</span>	<ol><li>to rush</li> <li>to charge</li> <li>to dash</li> <li>to break through</li> <li>to temper oneself (through battling hardships)</li></ol>				HSK_Level_5	59	[59]
鞭炮		<span class="tone1">biān</span> <span class="tone4">pào</span>	<ol><li>firecrackers</li> <li>string of small firecrackers</li></ol>	枚(<span class="tone2">méi</span>)			HSK_Level_5	59	[59, 20]
淘气	淘氣	<span class="tone2">táo</span> <span class="tone4">qì</span>	<ol><li>naughty</li> <li>mischievous</li></ol>				HSK_Level_5	59	[59, 5]
捡	撿	<span class="tone3">jiǎn</span>	<ol><li>to pick up</li> <li>to collect</li> <li>to gather</li></ol>			<span class="nobr">拣|揀</span>	HSK_Level_5	59	[59]
惭愧	慚愧	<span class="tone2">cán</span> <span class="tone4">kuì</span>	<ol><li>ashamed</li></ol>				HSK_Level_5	60	[51, 60]
舅舅		<span class="tone4">jiù</span> <span class="tone5">jiu</span>	<ol><li>mother's brother</li> <li>maternal uncle (informal)</li></ol>	个|個(<span class="tone4">gè</span>)			HSK_Level_5	60	[60, 60]
宠物	寵物	<span class="tone3">chǒng</span> <span class="tone4">wù</span>	<ol><li>house pet</li></ol>				HSK_Level_5	60	[60, 4]
魅力		<span class="tone4">mèi</span> <span class="tone4">lì</span>	<ol><li>charm</li> <li>fascination</li> <li>glamor</li> <li>charisma</li></ol>				HSK_Level_5	60	[60, 3]
蝴蝶		<span class="tone2">hú</span> <span class="tone2">dié</span>	<ol><li>butterfly</li></ol>	只|隻(<span class="tone1">zhī</span>)			HSK_Level_5	60	[60, 60]
时髦	時髦	<span class="tone2">shí</span> <span class="tone2">máo</span>	<ol><li>in vogue</li> <li>fashionable</li></ol>				HSK_Level_5	61	[1, 61]
结账	結賬	<span class="tone2">jié</span> <span class="tone4">zhàng</span>	<ol><li>to pay the bill</li> <li>to settle accounts</li></ol>				HSK_Level_5	61	[5, 61]
华裔	華裔	<span class="tone2">huá</span> <span class="tone4">yì</span>	<ol><li>ethnic Chinese</li> <li>non-Chinese citizen of Chinese ancestry</li></ol>				HSK_Level_5	61	[8, 61]
嗯		<span class="tone5">en</span>	<ol><li>interjection indicating approval, appreciation or agreement</li></ol>				HSK_Level_5	61	[61]
账户	賬戶	<span class="tone4">zhàng</span> <span class="tone4">hù</span>	<ol><li>bank account</li> <li>online account</li></ol>				HSK_Level_5	61	[61, 18]
浏览	瀏覽	<span class="tone2">liú</span> <span class="tone3">lǎn</span>	<ol><li>to skim over</li> <li>to browse</li></ol>				HSK_Level_5	61	[61, 37]
桔子		<span class="tone2">jú</span> <span class="tone5">zi</span>	<ol><li>tangerine</li></ol>	个|個(<span class="tone4">gè</span>), 瓣(<span class="tone4">bàn</span>)			HSK_Level_5	62	[62, 1]
打喷嚏	打噴嚏	<span class="tone3">dǎ</span> <span class="tone1">pēn</span> <span class="tone4">tì</span>	<ol><li>to sneeze</li></ol>				HSK_Level_5	63	[3, 35, 63]
时机	時機	<span class="tone2">shí</span> <span class="tone1">jī</span>	<ol><li>fortunate timing</li> <li>occasion</li> <li>opportunity</li></ol>				HSK_Level_6	1	[1, 1]
明明		<span class="tone2">míng</span> <span class="tone2">míng</span>	<ol><li>obviously</li> <li>plainly</li> <li>undoubtedly</li> <li>definitely</li></ol>				HSK_Level_6	1	[1, 1]
外向		<span class="tone4">wài</span> <span class="tone4">xiàng</span>	<ol><li>extroverted (personality)</li> <li>(economics etc) export-oriented</li></ol>				HSK_Level_6	1	[1, 1]
一向		<span class="tone1">yī</span> <span class="tone4">xiàng</span>	<ol><li>always (previously)</li> <li>a period of time in the recent past</li></ol>				HSK_Level_6	1	[1, 1]
真相		<span class="tone1">zhēn</span> <span class="tone4">xiàng</span>	<ol><li>the truth about sth</li> <li>the actual facts</li></ol>				HSK_Level_6	1	[1, 1]
可口		<span class="tone3">kě</span> <span class="tone3">kǒu</span>	<ol><li>tasty</li> <li>to taste good</li></ol>				HSK_Level_6	1	[1, 1]
自主		<span class="tone4">zì</span> <span class="tone3">zhǔ</span>	<ol><li>independent</li> <li>to act for oneself</li> <li>autonomous</li></ol>				HSK_Level_6	2	[1, 2]
原理		<span class="tone2">yuán</span> <span class="tone3">lǐ</span>	<ol><li>principle</li> <li>theory</li></ol>				HSK_Level_6	2	[1, 2]
原先		<span class="tone2">yuán</span> <span class="tone1">xiān</span>	<ol><li>originally</li> <li>original</li> <li>former</li></ol>				HSK_Level_6	2	[1, 2]
中立		<span class="tone1">zhōng</span> <span class="tone4">lì</span>	<ol><li>neutral</li></ol>				HSK_Level_6	2	[1, 2]
名次		<span class="tone2">míng</span> <span class="tone4">cì</span>	<ol><li>position in a ranking of names</li> <li>place</li> <li>rank</li></ol>				HSK_Level_6	2	[1, 2]
真理		<span class="tone1">zhēn</span> <span class="tone3">lǐ</span>	<ol><li>truth</li></ol>	个|個(<span class="tone4">gè</span>)			HSK_Level_6	2	[1, 2]
一目了然		<span class="tone1">yī</span> <span class="tone4">mù</span> <span class="tone3">liǎo</span> <span class="tone2">rán</span>	<ol><li>obvious at a glance (idiom)</li></ol>				HSK_Level_6	2	[1, 1, 1, 2]
学说	學說	<span class="tone2">xué</span> <span class="tone1">shuō</span>	<ol><li>theory</li> <li>doctrine</li></ol>				HSK_Level_6	2	[2, 2]
现成	現成	<span class="tone4">xiàn</span> <span class="tone2">chéng</span>	<ol><li>ready-made</li> <li>readily available</li></ol>				HSK_Level_6	2	[2, 2]
成天		<span class="tone2">chéng</span> <span class="tone1">tiān</span>	<ol><li>(coll.) all day long</li> <li>all the time</li></ol>				HSK_Level_6	2	[2, 2]
成本		<span class="tone2">chéng</span> <span class="tone3">běn</span>	<ol><li>(manufacturing, production etc) costs</li></ol>				HSK_Level_6	2	[2, 1]
将就	將就	<span class="tone1">jiāng</span> <span class="tone5">jiu</span>	<ol><li>to accept (a bit reluctantly)</li> <li>to put up with</li></ol>				HSK_Level_6	2	[2, 2]
将军	將軍	<span class="tone1">jiāng</span> <span class="tone1">jūn</span>	<ol><li>general</li> <li>high-ranking military officer</li> <li>to check or checkmate</li> <li>fig. to embarrass</li> <li>to challenge</li> <li>to put sb on the spot</li></ol>				HSK_Level_6	2	[2, 2]
